id,lat,lon,diam,depth
19-011915,-18.081,-16.666,1.36,0.0
19-011917,-15.405,-2.977,1.36,0.0
19-011920,-9.138,-12.323,1.36,0.0
19-011921,-10.456,-5.471,1.36,0.0
19-011922,-16.968,-15.248,1.36,0.0
19-011924,-3.531,-19.644,1.36,0.0
19-011925,-6.959,-8.291,1.36,0.0
19-011926,-11.362,-20.828,1.36,0.0
19-011927,-13.365,-10.102,1.36,0.0
19-011930,-14.889,-16.681,1.36,0.0
19-011931,-6.885,-1.382,1.36,0.0
19-011932,-3.746,-7.592,1.36,0.0
19-011933,-4.463,-3.341,1.36,0.0
19-011934,-8.228,-10.886,1.36,0.0
19-011937,-8.929,-1.62,1.36,0.0
19-011938,-27.843,-18.15,1.36,0.0
19-011939,-27.717,-5.484,1.36,0.0
19-011940,-25.882,-0.844,1.36,0.0
19-011941,-26.447,-15.305,1.36,0.0
19-011943,-5.09,-14.405,1.36,0.0
19-011944,-8.161,-7.059,1.36,0.0
19-011945,-29.512,-27.345,1.36,0.0
19-011949,-7.287,-17.137,1.36,0.0
19-011950,-12.373,-9.239,1.36,0.0
19-011955,-2.233,-3.23,1.36,0.0
19-011956,-23.736,-24.435,1.36,0.0
19-011958,-20.313,-26.815,1.36,0.0
19-011959,-0.21,-1.701,1.36,0.0
19-011960,-24.457,-8.69,1.36,0.0
19-011961,-6.497,-20.263,1.36,0.0
19-011962,-20.553,-23.036,1.36,0.0
19-011964,-4.321,-11.564,1.36,0.0
19-011965,-5.665,-17.971,1.36,0.0
19-011966,-12.573,-28.33,1.36,0.0
19-011967,-20.067,-4.067,1.36,0.0
19-011969,-2.236,-12.245,1.36,0.0
19-011970,-26.337,-0.215,1.36,0.0
19-011971,-1.839,-12.756,1.36,0.0
19-011972,-0.271,-29.001,1.36,0.0
19-011975,-28.473,-24.458,1.36,0.0
19-011977,-14.153,-5.442,1.36,0.0
19-011978,-20.771,-18.815,1.36,0.0
19-011979,-20.429,-22.649,1.36,0.0
19-011984,-18.628,-26.582,1.36,0.0
19-011985,-4.364,-21.405,1.36,0.0
19-011986,-25.163,-6.938,1.36,0.0
19-011987,-21.747,-27.354,1.36,0.0
19-011988,-15.136,-27.4,1.36,0.0
19-011989,-26.958,-22.281,1.36,0.0
19-011990,-10.332,-10.443,1.36,0.0
19-011991,-12.838,-18.826,1.36,0.0
19-011993,-17.371,-26.554,1.36,0.0
19-011994,-26.262,-2.989,1.36,0.0
19-012002,-9.767,-15.885,1.36,0.0
19-012003,-20.888,-8.679,1.36,0.0
19-012004,-20.11,-25.951,1.36,0.0
19-012005,-19.917,-13.371,1.36,0.0
19-012011,-20.985,-14.958,1.36,0.0
19-012012,-12.908,-15.786,1.36,0.0
19-012013,-5.979,-5.649,1.36,0.0
19-012014,-6.753,-23.374,1.36,0.0
19-012016,-3.6,-29.979,1.36,0.0
19-012018,-23.353,-28.83,1.36,0.0
19-012019,-18.478,-3.433,1.36,0.0
19-012022,-5.06,-10.803,1.36,0.0
19-012023,-1.105,-27.001,1.36,0.0
19-012027,-3.34,-19.615,1.36,0.0
19-012028,-13.915,-9.486,1.36,0.0
19-012029,-16.126,-2.078,1.36,0.0
19-012030,-27.126,-23.571,1.36,0.0
19-012033,-13.838,-0.301,1.36,0.0
19-012036,-0.922,-3.288,1.36,0.0
19-012038,-19.486,-27.678,1.36,0.0
19-012039,-6.722,-6.752,1.36,0.0
19-012040,-27.838,-23.901,1.36,0.0
19-012041,-9.003,-18.083,1.36,0.0
19-012042,-28.935,-22.082,1.36,0.0
19-012043,-28.686,-19.739,1.36,0.0
19-012046,-0.533,-12.296,1.36,0.0
19-012047,-16.209,-29.517,1.36,0.0
19-012049,-21.356,-12.666,1.36,0.0
19-012050,-29.404,-27.716,1.36,0.0
19-012051,-4.953,-14.495,1.36,0.0
19-012052,-23.101,-29.532,1.36,0.0
19-012053,-9.488,-17.429,1.36,0.0
19-012054,-24.012,-5.44,1.36,0.0
19-012056,-17.703,-13.833,1.36,0.0
19-012057,-2.443,-29.638,1.36,0.0
19-012058,-27.967,-26.823,1.36,0.0
19-012059,-11.721,-24.453,1.36,0.0
19-012060,-6.741,-23.694,1.36,0.0
19-012061,-8.157,-13.967,1.36,0.0
19-012062,-9.941,-12.412,1.36,0.0
19-012063,-11.004,-12.264,1.36,0.0
19-012064,-27.486,-2.011,1.36,0.0
19-012065,-1.744,-3.001,1.36,0.0
19-012066,-9.6,-4.79,1.36,0.0
19-012070,-2.287,-7.435,1.35,0.0
19-012071,-15.301,-24.438,1.35,0.0
19-012072,-26.82,-17.38,1.35,0.0
19-012074,-14.453,-25.406,1.35,0.0
19-012075,-4.649,-29.736,1.35,0.0
19-012079,-16.955,-19.667,1.35,0.0
19-012080,-13.876,-25.731,1.35,0.0
19-012081,-12.389,-6.349,1.35,0.0
19-012085,-21.235,-25.877,1.35,0.0
19-012088,-0.682,-15.992,1.35,0.0
19-012089,-9.996,-3.266,1.35,0.0
19-012090,-16.834,-22.127,1.35,0.0
19-012091,-16.957,-19.548,1.35,0.0
19-012092,-12.851,-20.942,1.35,0.0
19-012093,-23.692,-20.202,1.35,0.0
19-012096,-20.204,-20.258,1.35,0.0
19-012097,-10.204,-13.027,1.35,0.0
19-012098,-7.53,-15.528,1.35,0.0
19-012100,-12.432,-2.764,1.35,0.0
19-012101,-10.361,-27.35,1.35,0.0
19-012103,-21.047,-20.537,1.35,0.0
19-012104,-19.059,-16.343,1.35,0.0
19-012108,-0.738,-29.076,1.35,0.0
19-012109,-0.898,-28.001,1.35,0.0
19-012111,-2.739,-3.414,1.35,0.0
19-012113,-12.457,-9.437,1.35,0.0
19-012114,-4.092,-14.434,1.35,0.0
19-012115,-17.41,-25.914,1.35,0.0
19-012116,-9.658,-25.706,1.35,0.0
19-012117,-10.026,-25.011,1.35,0.0
19-012118,-22.046,-21.867,1.35,0.0
19-012119,-21.442,-28.276,1.35,0.0
19-012121,-9.866,-20.752,1.35,0.0
19-012123,-28.359,-14.112,1.35,0.0
19-012124,-28.942,-13.662,1.35,0.0
19-012125,-1.176,-16.299,1.35,0.0
19-012126,-11.298,-11.655,1.35,0.0
19-012127,-25.43,-19.626,1.35,0.0
19-012128,-12.72,-28.109,1.35,0.0
19-012130,-15.914,-19.078,1.35,0.0
19-012134,-8.456,-20.99,1.35,0.0
19-012135,-0.156,-24.12,1.35,0.0
19-012136,-22.945,-10.572,1.35,0.0
19-012138,-6.31,-15.544,1.35,0.0
19-012140,-19.05,-8.436,1.35,0.0
19-012143,-20.086,-29.853,1.35,0.0
19-012144,-21.891,-19.799,1.35,0.0
19-012146,-17.435,-1.63,1.35,0.0
19-012147,-20.757,-3.173,1.35,0.0
19-012150,-3.918,-20.662,1.35,0.0
19-012151,-20.299,-27.068,1.35,0.0
19-012152,-26.678,-21.258,1.35,0.0
19-012153,-11.466,-29.169,1.35,0.0
19-012154,-23.984,-5.417,1.35,0.0
19-012155,-2.52,-22.97,1.35,0.0
19-012156,-9.075,-15.691,1.35,0.0
19-012157,-23.136,-28.967,1.35,0.0
19-012158,-3.888,-15.79,1.35,0.0
19-012160,-19.778,-22.058,1.35,0.0
19-012162,-16.642,-29.417,1.35,0.0
19-012163,-6.331,-5.328,1.35,0.0
19-012164,-0.336,-11.977,1.35,0.0
19-012168,-0.374,-29.114,1.35,0.0
19-012169,-0.58,-24.657,1.35,0.0
19-012171,-15.86,-9.2,1.35,0.0
19-012173,-17.2,-28.108,1.35,0.0
19-012174,-24.244,-17.06,1.35,0.0
19-012175,-15.858,-4.259,1.35,0.0
19-012181,-5.299,-12.766,1.35,0.0
19-012182,-6.724,-5.384,1.35,0.0
19-012183,-9.161,-15.599,1.35,0.0
19-012185,-22.959,-27.682,1.35,0.0
19-012186,-18.272,-4.263,1.35,0.0
19-012187,-13.783,-9.365,1.35,0.0
19-012188,-1.646,-4.842,1.35,0.0
19-012189,-10.79,-26.517,1.35,0.0
19-012190,-16.657,-27.851,1.35,0.0
19-012191,-14.456,-20.742,1.35,0.0
19-012193,-11.078,-8.42,1.35,0.0
19-012194,-4.345,-20.653,1.35,0.0
19-012198,-21.324,-19.579,1.35,0.0
19-012199,-18.082,-4.287,1.35,0.0
19-012202,-1.994,-3.14,1.35,0.0
19-012204,-12.437,-27.671,1.35,0.0
19-012205,-0.263,-11.081,1.35,0.0
19-012206,-9.813,-1.727,1.35,0.0
19-012207,-29.953,-7.826,1.35,0.0
19-012208,-28.18,-20.24,1.35,0.0
19-012209,-6.689,-3.522,1.35,0.0
19-012210,-1.757,-2.748,1.35,0.0
19-012211,-3.798,-7.461,1.35,0.0
19-012213,-9.157,-14.359,1.35,0.0
19-012215,-15.186,-24.457,1.35,0.0
19-012216,-5.319,-21.363,1.35,0.0
19-012217,-3.403,-29.903,1.35,0.0
19-012220,-25.206,-14.309,1.35,0.0
19-012222,-25.919,-27.653,1.35,0.0
19-012223,-17.253,-16.136,1.35,0.0
19-012224,-10.946,-23.03,1.35,0.0
19-012225,-11.188,-14.283,1.35,0.0
19-012226,-20.895,-21.801,1.35,0.0
19-012229,-16.55,-8.667,1.35,0.0
19-012231,-17.055,-17.887,1.35,0.0
19-012232,-10.046,-15.377,1.35,0.0
19-012233,-4.219,-29.512,1.35,0.0
19-012235,-22.322,-29.459,1.35,0.0
19-012236,-0.683,-6.168,1.35,0.0
19-012237,-25.515,-4.415,1.35,0.0
19-012239,-20.989,-27.637,1.35,0.0
19-012240,-13.121,-21.486,1.35,0.0
19-012241,-25.544,-23.105,1.35,0.0
19-012242,-18.738,-23.278,1.35,0.0
19-012243,-8.225,-1.894,1.35,0.0
19-012245,-6.913,-0.431,1.34,0.0
19-012246,-24.105,-25.865,1.34,0.0
19-012250,-23.718,-21.363,1.34,0.0
19-012252,-6.447,-1.458,1.34,0.0
19-012253,-11.448,-18.446,1.34,0.0
19-012255,-26.951,-9.906,1.34,0.0
19-012256,-16.478,-0.177,1.34,0.0
19-012259,-23.006,-6.868,1.34,0.0
19-012260,-6.45,-6.92,1.34,0.0
19-012261,-18.816,-11.417,1.34,0.0
19-012264,-17.633,-27.506,1.34,0.0
19-012265,-11.474,-16.645,1.34,0.0
19-012266,-19.5,-26.168,1.34,0.0
19-012267,-28.11,-11.078,1.34,0.0
19-012268,-13.727,-16.368,1.34,0.0
19-012270,-12.306,-15.861,1.34,0.0
19-012271,-23.646,-14.073,1.34,0.0
19-012276,-23.914,-19.863,1.34,0.0
19-012277,-28.517,-14.111,1.34,0.0
19-012278,-7.128,-5.154,1.34,0.0
19-012279,-17.747,-0.319,1.34,0.0
19-012280,-5.051,-11.179,1.34,0.0
19-012281,-7.032,-16.645,1.34,0.0
19-012283,-13.51,-13.937,1.34,0.0
19-012285,-5.075,-9.767,1.34,0.0
19-012288,-27.86,-22.654,1.34,0.0
19-012291,-12.105,-11.666,1.34,0.0
19-012292,-27.289,-14.522,1.34,0.0
19-012293,-9.605,-8.503,1.34,0.0
19-012295,-9.082,-6.893,1.34,0.0
19-012296,-23.859,-12.265,1.34,0.0
19-012299,-6.855,-2.414,1.34,0.0
19-012300,-1.857,-5.872,1.34,0.0
19-012302,-27.11,-18.434,1.34,0.0
19-012303,-14.604,-4.515,1.34,0.0
19-012305,-22.833,-2.457,1.34,0.0
19-012306,-11.724,-1.172,1.34,0.0
19-012307,-7.459,-6.713,1.34,0.0
19-012308,-22.505,-29.141,1.34,0.0
19-012309,-0.02,-24.63,1.34,0.0
19-012310,-29.01,-10.609,1.34,0.0
19-012311,-20.608,-0.027,1.34,0.0
19-012312,-16.335,-10.84,1.34,0.0
19-012313,-27.686,-26.495,1.34,0.0
19-012315,-13.408,-26.534,1.34,0.0
19-012316,-22.838,-10.888,1.34,0.0
19-012317,-9.576,-29.977,1.34,0.0
19-012320,-20.348,-7.245,1.34,0.0
19-012321,-2.506,-10.31,1.34,0.0
19-012322,-26.383,-20.453,1.34,0.0
19-012324,-24.664,-27.908,1.34,0.0
19-012326,-27.656,-7.169,1.34,0.0
19-012330,-18.425,-15.618,1.34,0.0
19-012331,-1.277,-23.41,1.34,0.0
19-012333,-25.6,-8.117,1.34,0.0
19-012334,-5.953,-5.701,1.34,0.0
19-012335,-1.708,-7.134,1.34,0.0
19-012337,-14.27,-12.436,1.34,0.0
19-012339,-5.108,-28.962,1.34,0.0
19-012340,-14.993,-9.423,1.34,0.0
19-012341,-20.358,-3.984,1.34,0.0
19-012347,-29.867,-25.464,1.34,0.0
19-012348,-22.997,-15.967,1.34,0.0
19-012349,-1.341,-23.818,1.34,0.0
19-012350,-25.188,-28.282,1.34,0.0
19-012351,-17.968,-17.144,1.34,0.0
19-012352,-0.159,-23.86,1.34,0.0
19-012354,-6.821,-5.046,1.34,0.0
19-012356,-14.216,-8.848,1.34,0.0
19-012358,-17.968,-28.569,1.34,0.0
19-012359,-5.215,-4.461,1.34,0.0
19-012362,-5.577,-14.303,1.34,0.0
19-012366,-29.789,-14.706,1.34,0.0
19-012370,-12.698,-29.81,1.34,0.0
19-012373,-16.047,-23.13,1.34,0.0
19-012374,-27.108,-6.427,1.34,0.0
19-012376,-7.729,-26.674,1.34,0.0
19-012377,-8.959,-4.428,1.34,0.0
19-012378,-11.071,-2.67,1.34,0.0
19-012379,-25.29,-29.953,1.34,0.0
19-012382,-1.687,-2.201,1.34,0.0
19-012384,-1.938,-24.284,1.34,0.0
19-012385,-25.652,-10.94,1.34,0.0
19-012386,-16.953,-12.468,1.34,0.0
19-012387,-22.845,-12.74,1.34,0.0
19-012389,-1.24,-27.749,1.34,0.0
19-012390,-13.326,-1.791,1.34,0.0
19-012391,-24.02,-0.54,1.34,0.0
19-012392,-5.534,-21.405,1.34,0.0
19-012394,-24.902,-25.916,1.34,0.0
19-012395,-22.3,-1.361,1.34,0.0
19-012398,-22.362,-12.184,1.34,0.0
19-012401,-24.957,-21.111,1.34,0.0
19-012402,-12.648,-19.925,1.34,0.0
19-012403,-29.838,-9.181,1.34,0.0
19-012406,-28.49,-16.905,1.34,0.0
19-012407,-11.039,-6.397,1.34,0.0
19-012409,-14.037,-15.439,1.34,0.0
19-012410,-9.179,-13.102,1.34,0.0
19-012411,-0.118,-1.89,1.34,0.0
19-012412,-11.183,-3.452,1.34,0.0
19-012413,-20.493,-4.106,1.34,0.0
19-012414,-11.801,-4.066,1.33,0.0
19-012415,-1.688,-4.845,1.33,0.0
19-012418,-5.957,-20.154,1.33,0.0
19-012419,-26.668,-21.7,1.33,0.0
19-012421,-8.251,-2.864,1.33,0.0
19-012422,-4.196,-8.695,1.33,0.0
19-012428,-8.087,-12.574,1.33,0.0
19-012430,-8.41,-12.007,1.33,0.0
19-012431,-2.01,-2.455,1.33,0.0
19-012432,-20.792,-21.507,1.33,0.0
19-012434,-26.573,-20.92,1.33,0.0
19-012436,-6.892,-13.128,1.33,0.0
19-012438,-23.596,-18.904,1.33,0.0
19-012439,-6.171,-9.629,1.33,0.0
19-012440,-15.776,-29.35,1.33,0.0
19-012441,-7.434,-7.192,1.33,0.0
19-012442,-9.685,-15.676,1.33,0.0
19-012443,-0.077,-15.669,1.33,0.0
19-012445,-10.994,-4.608,1.33,0.0
19-012446,-0.456,-12.017,1.33,0.0
19-012447,-28.011,-29.6,1.33,0.0
19-012448,-0.428,-27.794,1.33,0.0
19-012449,-5.872,-2.69,1.33,0.0
19-012450,-3.134,-0.491,1.33,0.0
19-012451,-14.601,-19.182,1.33,0.0
19-012453,-0.237,-12.008,1.33,0.0
19-012454,-12.962,-9.054,1.33,0.0
19-012457,-7.797,-2.183,1.33,0.0
19-012458,-0.888,-5.199,1.33,0.0
19-012460,-5.293,-2.228,1.33,0.0
19-012461,-11.266,-10.215,1.33,0.0
19-012463,-14.019,-11.694,1.33,0.0
19-012464,-22.478,-24.766,1.33,0.0
19-012466,-8.516,-13.361,1.33,0.0
19-012469,-26.411,-22.413,1.33,0.0
19-012471,-16.087,-18.285,1.33,0.0
19-012472,-2.215,-21.637,1.33,0.0
19-012473,-5.224,-5.049,1.33,0.0
19-012475,-16.274,-0.34,1.33,0.0
19-012476,-13.699,-28.36,1.33,0.0
19-012477,-3.758,-14.689,1.33,0.0
19-012478,-17.477,-27.986,1.33,0.0
19-012479,-25.631,-28.445,1.33,0.0
19-012481,-16.04,-12.101,1.33,0.0
19-012482,-9.662,-1.908,1.33,0.0
19-012484,-1.596,-6.042,1.33,0.0
19-012485,-16.57,-27.518,1.33,0.0
19-012487,-3.323,-4.003,1.33,0.0
19-012488,-20.375,-28.458,1.33,0.0
19-012490,-25.732,-20.284,1.33,0.0
19-012492,-21.344,-21.54,1.33,0.0
19-012494,-26.277,-19.618,1.33,0.0
19-012497,-14.64,-12.642,1.33,0.0
19-012498,-12.506,-17.338,1.33,0.0
19-012499,-2.184,-7.051,1.33,0.0
19-012500,-21.107,-27.381,1.33,0.0
19-012501,-19.977,-8.001,1.33,0.0
19-012503,-17.05,-20.939,1.33,0.0
19-012506,-14.873,-19.654,1.33,0.0
19-012507,-21.77,-19.6,1.33,0.0
19-012508,-7.354,-6.163,1.33,0.0
19-012510,-9.262,-4.356,1.33,0.0
19-012511,-1.712,-3.956,1.33,0.0
19-012513,-24.501,-29.712,1.33,0.0
19-012515,-25.791,-16.716,1.33,0.0
19-012516,-28.699,-16.132,1.33,0.0
19-012517,-1.348,-25.153,1.33,0.0
19-012518,-19.17,-27.627,1.33,0.0
19-012519,-3.875,-5.67,1.33,0.0
19-012520,-27.697,-25.69,1.33,0.0
19-012521,-4.987,-14.401,1.33,0.0
19-012525,-12.932,-27.692,1.33,0.0
19-012526,-19.858,-27.554,1.33,0.0
19-012527,-7.363,-8.676,1.33,0.0
19-012529,-17.206,-20.119,1.33,0.0
19-012530,-2.863,-23.492,1.33,0.0
19-012533,-7.217,-1.75,1.33,0.0
19-012534,-1.383,-9.703,1.33,0.0
19-012537,-8.574,-11.807,1.33,0.0
19-012538,-6.542,-5.488,1.33,0.0
19-012540,-25.219,-28.144,1.33,0.0
19-012541,-11.092,-14.537,1.33,0.0
19-012543,-15.155,-9.166,1.33,0.0
19-012545,-1.931,-2.372,1.33,0.0
19-012549,-15.643,-9.527,1.33,0.0
19-012551,-25.692,-1.001,1.33,0.0
19-012552,-6.214,-25.851,1.33,0.0
19-012555,-16.696,-22.204,1.33,0.0
19-012556,-13.36,-10.573,1.33,0.0
19-012557,-27.448,-2.011,1.33,0.0
19-012558,-16.736,-22.136,1.33,0.0
19-012560,-8.13,-22.267,1.33,0.0
19-012566,-16.515,-21.496,1.33,0.0
19-012567,-27.85,-16.105,1.33,0.0
19-012568,-1.5,-5.844,1.33,0.0
19-012570,-14.108,-22.419,1.33,0.0
19-012571,-29.078,-24.553,1.33,0.0
19-012572,-17.219,-28.829,1.33,0.0
19-012573,-9.266,-4.404,1.33,0.0
19-012575,-19.255,-22.143,1.33,0.0
19-012578,-22.327,-22.222,1.32,0.0
19-012579,-7.181,-8.168,1.32,0.0
19-012580,-11.726,-20.182,1.32,0.0
19-012581,-26.201,-1.671,1.32,0.0
19-012583,-26.063,-7.137,1.32,0.0
19-012585,-16.536,-9.036,1.32,0.0
19-012586,-19.14,-25.745,1.32,0.0
19-012587,-10.815,-20.197,1.32,0.0
19-012588,-25.078,-23.95,1.32,0.0
19-012593,-0.566,-4.842,1.32,0.0
19-012596,-18.466,-1.084,1.32,0.0
19-012600,-16.837,-23.548,1.32,0.0
19-012602,-13.994,-2.572,1.32,0.0
19-012604,-1.712,-25.511,1.32,0.0
19-012606,-3.515,-6.473,1.32,0.0
19-012607,-17.485,-6.253,1.32,0.0
19-012610,-5.021,-13.424,1.32,0.0
19-012611,-17.809,-22.846,1.32,0.0
19-012612,-16.33,-14.415,1.32,0.0
19-012614,-6.097,-10.841,1.32,0.0
19-012616,-11.614,-24.559,1.32,0.0
19-012617,-12.981,-13.92,1.32,0.0
19-012619,-23.392,-27.284,1.32,0.0
19-012620,-14.929,-6.705,1.32,0.0
19-012622,-29.265,-0.782,1.32,0.0
19-012624,-16.195,-13.285,1.32,0.0
19-012625,-2.616,-7.206,1.32,0.0
19-012629,-23.998,-24.533,1.32,0.0
19-012630,-15.373,-13.906,1.32,0.0
19-012631,-21.324,-27.971,1.32,0.0
19-012632,-20.486,-13.035,1.32,0.0
19-012635,-8.972,-29.086,1.32,0.0
19-012637,-12.639,-26.222,1.32,0.0
19-012639,-23.041,-25.826,1.32,0.0
19-012640,-23.846,-23.602,1.32,0.0
19-012641,-27.643,-6.752,1.32,0.0
19-012642,-10.756,-26.477,1.32,0.0
19-012643,-9.582,-8.432,1.32,0.0
19-012644,-17.634,-27.848,1.32,0.0
19-012645,-3.504,-6.527,1.32,0.0
19-012647,-8.008,-2.276,1.32,0.0
19-012649,-19.738,-0.337,1.32,0.0
19-012651,-9.832,-1.622,1.32,0.0
19-012652,-21.108,-2.229,1.32,0.0
19-012653,-0.495,-28.135,1.32,0.0
19-012655,-0.108,-5.718,1.32,0.0
19-012656,-21.442,-26.794,1.32,0.0
19-012659,-12.47,-1.623,1.32,0.0
19-012660,-13.176,-7.906,1.32,0.0
19-012662,-10.175,-14.288,1.32,0.0
19-012663,-29.131,-26.296,1.32,0.0
19-012665,-8.688,-15.754,1.32,0.0
19-012667,-17.45,-24.531,1.32,0.0
19-012668,-16.439,-5.36,1.32,0.0
19-012669,-27.04,-21.376,1.32,0.0
19-012671,-9.224,-13.472,1.32,0.0
19-012672,-19.488,-27.711,1.32,0.0
19-012674,-29.577,-5.607,1.32,0.0
19-012676,-5.484,-29.716,1.32,0.0
19-012677,-21.622,-19.424,1.32,0.0
19-012678,-21.286,-22.598,1.32,0.0
19-012679,-25.699,-10.033,1.32,0.0
19-012684,-17.554,-20.337,1.32,0.0
19-012685,-4.716,-0.808,1.32,0.0
19-012686,-23.767,-12.619,1.32,0.0
19-012687,-24.826,-7.577,1.32,0.0
19-012688,-0.029,-2.6,1.32,0.0
19-012690,-16.871,-13.127,1.32,0.0
19-012691,-5.415,-14.775,1.32,0.0
19-012692,-12.148,-23.241,1.32,0.0
19-012693,-12.437,-26.995,1.32,0.0
19-012695,-4.322,-2.156,1.32,0.0
19-012696,-22.489,-27.571,1.32,0.0
19-012697,-19.466,-8.652,1.32,0.0
19-012698,-17.861,-24.149,1.32,0.0
19-012701,-20.838,-28.509,1.32,0.0
19-012702,-16.757,-19.861,1.32,0.0
19-012703,-26.797,-6.59,1.32,0.0
19-012704,-12.441,-4.084,1.32,0.0
19-012705,-22.902,-29.641,1.32,0.0
19-012709,-0.482,-5.25,1.32,0.0
19-012710,-3.734,-24.704,1.32,0.0
19-012711,-3.299,-8.503,1.32,0.0
19-012712,-19.237,-23.922,1.32,0.0
19-012716,-17.349,-3.957,1.32,0.0
19-012717,-21.9,-24.585,1.32,0.0
19-012719,-1.656,-12.699,1.32,0.0
19-012721,-0.453,-1.866,1.32,0.0
19-012723,-12.048,-15.282,1.32,0.0
19-012724,-23.349,-21.482,1.32,0.0
19-012726,-17.841,-7.726,1.32,0.0
19-012727,-25.187,-27.756,1.32,0.0
19-012730,-3.317,-9.391,1.32,0.0
19-012732,-16.449,-25.053,1.32,0.0
19-012734,-14.89,-19.545,1.32,0.0
19-012736,-24.763,-28.89,1.32,0.0
19-012737,-14.932,-21.615,1.32,0.0
19-012738,-12.211,-13.281,1.32,0.0
19-012740,-27.997,-12.725,1.32,0.0
19-012741,-5.202,-1.561,1.32,0.0
19-012744,-21.44,-0.803,1.31,0.0
19-012745,-4.703,-4.126,1.31,0.0
19-012746,-4.308,-7.59,1.31,0.0
19-012749,-6.533,-5.187,1.31,0.0
19-012750,-18.801,-18.555,1.31,0.0
19-012751,-28.846,-7.898,1.31,0.0
19-012752,-7.725,-22.967,1.31,0.0
19-012754,-17.257,-20.505,1.31,0.0
19-012755,-11.298,-9.499,1.31,0.0
19-012756,-25.303,-29.179,1.31,0.0
19-012759,-22.201,-0.706,1.31,0.0
19-012760,-3.539,-11.113,1.31,0.0
19-012762,-2.012,-5.885,1.31,0.0
19-012768,-19.275,-9.875,1.31,0.0
19-012769,-5.424,-2.904,1.31,0.0
19-012770,-16.223,-7.195,1.31,0.0
19-012772,-23.849,-9.832,1.31,0.0
19-012774,-4.411,-5.379,1.31,0.0
19-012775,-1.314,-5.903,1.31,0.0
19-012776,-13.017,-7.515,1.31,0.0
19-012778,-28.157,-10.103,1.31,0.0
19-012779,-8.838,-4.447,1.31,0.0
19-012780,-23.081,-15.554,1.31,0.0
19-012781,-15.37,-28.953,1.31,0.0
19-012783,-17.095,-5.926,1.31,0.0
19-012784,-29.38,-22.845,1.31,0.0
19-012785,-16.328,-19.06,1.31,0.0
19-012786,-27.131,-7.781,1.31,0.0
19-012788,-26.464,-15.831,1.31,0.0
19-012790,-24.488,-15.546,1.31,0.0
19-012791,-21.448,-3.46,1.31,0.0
19-012792,-1.3,-29.767,1.31,0.0
19-012794,-15.6,-20.67,1.31,0.0
19-012795,-18.669,-15.504,1.31,0.0
19-012797,-0.76,-23.749,1.31,0.0
19-012798,-6.661,-20.787,1.31,0.0
19-012799,-14.098,-8.412,1.31,0.0
19-012800,-24.355,-7.636,1.31,0.0
19-012801,-20.441,-17.753,1.31,0.0
19-012803,-13.569,-18.071,1.31,0.0
19-012804,-5.134,-17.577,1.31,0.0
19-012805,-10.341,-6.648,1.31,0.0
19-012806,-28.552,-6.541,1.31,0.0
19-012807,-7.224,-0.094,1.31,0.0
19-012810,-26.771,-17.204,1.31,0.0
19-012811,-29.675,-28.526,1.31,0.0
19-012812,-25.57,-12.511,1.31,0.0
19-012814,-22.771,-26.302,1.31,0.0
19-012815,-24.822,-14.138,1.31,0.0
19-012819,-14.796,-21.004,1.31,0.0
19-012820,-26.541,-24.925,1.31,0.0
19-012824,-28.518,-1.987,1.31,0.0
19-012825,-17.846,-6.89,1.31,0.0
19-012826,-1.071,-5.109,1.31,0.0
19-012827,-13.805,-10.758,1.31,0.0
19-012828,-25.338,-17.991,1.31,0.0
19-012831,-9.187,-29.33,1.31,0.0
19-012833,-28.299,-20.555,1.31,0.0
19-012834,-16.202,-21.199,1.31,0.0
19-012835,-1.775,-0.633,1.31,0.0
19-012836,-14.58,-4.523,1.31,0.0
19-012838,-2.756,-6.369,1.31,0.0
19-012842,-25.952,-22.18,1.31,0.0
19-012843,-1.424,-22.363,1.31,0.0
19-012845,-10.146,-6.387,1.31,0.0
19-012846,-19.398,-5.861,1.31,0.0
19-012847,-12.998,-7.829,1.31,0.0
19-012848,-6.636,-8.805,1.31,0.0
19-012850,-1.106,-23.061,1.31,0.0
19-012852,-5.171,-12.741,1.31,0.0
19-012859,-12.067,-20.637,1.31,0.0
19-012860,-14.038,-19.248,1.31,0.0
19-012861,-8.642,-9.053,1.31,0.0
19-012862,-2.834,-23.808,1.31,0.0
19-012865,-22.006,-17.11,1.31,0.0
19-012869,-20.091,-18.676,1.31,0.0
19-012873,-4.584,-20.672,1.31,0.0
19-012877,-11.522,-28.209,1.31,0.0
19-012879,-27.366,-27.121,1.31,0.0
19-012881,-6.983,-14.584,1.31,0.0
19-012882,-4.12,-17.578,1.31,0.0
19-012883,-17.57,-7.659,1.31,0.0
19-012887,-29.522,-18.352,1.31,0.0
19-012888,-20.398,-16.3,1.31,0.0
19-012889,-12.142,-3.323,1.3,0.0
19-012890,-27.689,-1.345,1.3,0.0
19-012894,-16.401,-11.692,1.3,0.0
19-012896,-11.959,-28.714,1.3,0.0
19-012897,-23.589,-9.036,1.3,0.0
19-012898,-8.721,-22.357,1.3,0.0
19-012899,-14.039,-23.824,1.3,0.0
19-012900,-18.629,-26.673,1.3,0.0
19-012901,-18.71,-23.805,1.3,0.0
19-012902,-0.458,-24.607,1.3,0.0
19-012903,-19.841,-16.223,1.3,0.0
19-012904,-13.935,-29.86,1.3,0.0
